TimePoint,GCaMP,jRGECO
591,108751.077192713,63608.3602513317
592,108991.994326277,64180.3485228203
593,109558.858986362,64067.4991818665
594,109465.164042747,63853.99163806
595,109205.98899587,64227.5825601708
596,109824.504931285,63638.3212764756
597,109811.931832041,63900.6625229857
598,109948.792063478,64273.8322188435
599,109797.055720524,64823.0714857246
600,110321.390151908,64356.9765237907
601,109405.644332119,64143.0736594734
602,110210.828578286,63892.9234824486
603,110006.166029576,63913.5558135426
604,109468.434029424,64010.0862767873
605,109623.651323597,63971.9269020129
606,110234.719109978,63821.1749532448
607,110240.771447409,63485.1749131905
608,109713.13809203,63647.7607280454
609,109548.004605329,63664.8308041308
610,108912.96492995,62722.1911933077
611,109440.913064901,63993.346602394
612,109192.661061632,64027.5935331699
613,110267.984225513,64331.1232309808
614,110068.972415508,63891.3377837829
615,109572.443524975,63642.7979605124
616,109937.336028805,64313.8694437024
617,109412.941247674,64128.1168580221
618,108273.815948641,63922.9129600208
619,109502.288505116,63303.2248279454
620,109342.537561283,63901.4325610737
621,109261.02679036,63864.4197025569
622,109849.064447698,63723.199925718
623,109868.087092911,64309.91977294
624,109697.826434369,64051.6056334039
625,109634.255066905,63793.3181925225
626,109458.813161839,63931.1356190525
627,109754.942593156,64050.9362358259
628,108724.116108565,63412.6398558182
629,110110.293045682,63729.5461660172
630,110590.948560358,63808.0562497435
631,109268.404514048,63029.7118424405
632,109960.125766766,63404.3883661253
633,110056.3769067,63251.5919105962
634,109469.995493579,63208.7264652893
635,110307.650816855,62939.338949611
636,109688.300680972,63484.3918416738
637,109827.089064445,63350.7556923161
638,109156.718859549,63466.499137496
639,108611.134600308,62907.5620479588
640,108871.026034808,63451.9922305701
641,108361.36905405,62940.4211229194
642,109491.585205054,63109.6092226523
643,109847.96740004,62841.2164614193
644,108714.757210637,62908.7034149794
645,108686.37039445,62738.7639618923
646,109409.033103292,62784.3325801891
647,109621.181248988,63148.7511444978
648,110290.260432585,63392.6703545361
649,109148.691323176,62809.1787149841
650,109169.393731408,63261.6298735783
651,109799.614240508,63735.7301640831
652,109783.161881712,62882.1152287473
653,109158.223903381,63800.7926518684
654,109596.073741008,63033.3831310426
655,109909.217374502,63350.633006988
656,108745.413673857,62994.5517459625
657,109727.893578507,62713.1606104478
658,109928.206431408,63475.9386065555
659,109382.035052899,63460.0720567105
660,108553.718044947,62957.0280285432
661,109335.960428182,62476.5402623461
662,108638.427796393,63158.3530913908
663,109118.00246816,63199.9239068006
664,108927.639503388,63388.4765943056
665,108868.709900547,63106.871947884
666,109162.209861445,63025.1967109814
667,108970.493203262,63007.3783922703
668,109271.142612391,63421.5875121363
669,109904.332573868,62954.1591090971
670,109407.439700864,63051.0336682805
671,110221.504840659,63074.4882815085
672,109627.856535384,63074.4741535453
673,110074.611552112,63415.5643538579
674,109518.116903925,62612.3703867313
675,109627.756135076,63047.0596700339
676,109419.707418285,62964.6954842394
677,110018.293856122,62674.2054469296
678,109537.49658747,62791.8867600566
679,110024.276616852,62582.5686150194
680,110250.645946534,62844.4131608115
681,109939.83633057,63192.3294360308
682,109352.595380373,63208.532184105
683,110493.995545005,62992.4848845456
684,110235.148769541,63513.9764171892
685,110433.514402941,63011.8183140623
686,110443.549430267,62983.4891137244
687,109846.719973913,62937.4990137993
688,109884.421484353,62577.5424955064
689,110997.214352236,63495.0251194218
690,110903.569671747,63228.8232650758
691,111237.19047624,62796.1379600786
692,110082.745711399,62669.0258862182
693,110803.858642225,63240.5374499934
694,110149.801495503,63439.5915095178
695,110283.393596352,63024.6599524102
696,109788.207883359,62674.9525418741
697,111536.140532754,63082.191925242
698,109986.087078987,63356.1573184437
699,110918.195095294,63434.2349408888
700,111288.887994224,63125.7555454414
701,110593.808033675,63018.7051222407
702,111256.351967486,63494.7434513623
703,110297.389153112,63537.029857129
704,109813.696078442,62988.1194778018
705,109761.745813094,63021.8797446983
706,110313.043448898,63252.2334148444
707,110134.988033413,63183.4458826488
708,110495.964361803,63861.01034888
709,110485.490527483,63005.653749204
710,110812.983109782,63696.6929373281
711,110258.58591421,62626.7607019109
712,110465.466528049,63206.485269804
713,109525.058951432,62979.0890051402
714,109490.652971051,62895.3412412921
715,109060.825145217,62807.0723401824
716,110770.709123445,63061.2509657495
717,109498.088805945,62894.6151523234
718,109717.269699769,63686.495021067
719,110215.484552107,62957.3025307919
720,110814.736207344,63239.7708171592
721,109210.367784511,62516.5219935415
722,109653.065269843,62713.3847924757
723,109404.682300205,62815.5800073194
724,109323.386546535,63096.8488132975
725,109030.381291664,62782.3890939261
726,109022.364139571,62750.4884688824
727,109057.318345342,62716.4811303785
728,110213.04330669,62750.9191320339
729,109102.797617546,62487.9895660217
730,109432.364998933,63122.7335288198
731,109349.887234123,63425.334585733
732,109055.661117076,62488.8523071446
733,108693.302780035,62843.1650495073
734,109492.274018498,63068.4801604244
735,108970.238707023,62082.6218554758
736,109220.182265749,62845.6786140127
737,108934.420998714,62065.021474298
738,109155.297193864,62561.8510941895
739,108953.510993695,62714.9175387144
740,107794.431544502,61541.4583343381
741,109038.545024886,63165.4645345908
742,108535.533456913,62553.0339827525
743,108639.53793971,63198.245915036
744,107789.933192493,62787.2331194787
745,108090.233522939,62614.0924925293
746,108297.742715582,62286.1785495866
747,108707.105814271,62657.2668920049
748,108161.954270827,62126.3213060489
749,108440.900548286,62502.5874892933
750,109609.678723805,62797.1392621835
751,108702.957535514,62753.7676274863
752,109403.370111422,62769.7043097916
753,107861.460948056,62414.7629645634
754,109153.770515217,62690.6180578315
755,108437.337759196,62020.4762016903
756,108631.026343081,62622.6345223707
757,109067.954379434,62573.5196683289
758,109268.718491936,62469.6228118068
759,108211.155441305,62036.4760562858
760,108535.691371395,63250.5984963269
761,108408.427282607,62063.8363656547
762,108874.892627086,63040.7467996256
763,108427.115848678,61708.4961435374
764,109228.448174378,62391.3998979809
765,109057.550269297,62100.8098907878
766,108667.238002336,62296.8904054313
767,108343.78419924,62674.9372490064
768,107887.294434924,62138.089538023
769,109132.282324874,62329.1149490645
770,107758.854225077,62002.2689781932
771,109308.106561934,62544.4967942781
772,108720.31294895,62469.2524253092
773,108223.111765002,61915.5017122683
774,107959.242664801,62306.1425130536
775,108057.544214008,62482.0719018447
776,109557.597722835,63194.184444454
777,109785.342114194,62285.6697251455
778,108590.172183176,62338.4269085205
779,109394.089934102,62196.3517774303
780,108790.09464936,63206.3802062585
781,108927.455387599,62124.6712914205
782,110279.970896072,62701.4068814246
783,109335.137343084,62573.6457928685
784,108687.679308087,62122.2919967271
785,109272.944595531,62520.298062064
786,109088.924411915,62797.5870132398
787,109024.519872101,61968.2174473564
788,109282.535680771,62680.264388129
789,108616.824167203,62688.4413182679
790,109018.469285659,62389.3805923428
791,109191.570269737,62412.0208229292
792,108952.934162368,62207.0210127968
793,108642.360646273,61841.1702657684
794,108643.646412848,62083.0309689079
795,109284.347822052,61990.228611998
796,110214.339101283,62260.5364759497
797,109266.115891414,62707.5092732695
798,109236.148478278,62073.9707551729
799,109465.447645151,62716.5192371657
800,110187.094200081,62369.8097800923
801,109474.58159871,62721.036729647
802,109998.274880958,62455.2360831376
803,109715.389482685,62861.06354369
804,109046.63089206,62662.0385079595
805,109069.338471664,62227.1604105264
806,109883.908003829,62642.4406904656
807,109292.650478292,61826.9252655287
808,109261.232364137,62232.3979841657
809,109409.408477594,62202.3175632485
810,109722.049685323,61854.0289087542
811,109361.285545731,62275.0669244927
812,108866.283160816,62436.1603815474
813,108685.075678176,62459.3662559316
814,108368.234157417,62190.3251296829
815,108547.767633909,62498.6454587603
816,108686.633470824,61956.3218347388
817,108890.838995593,62738.1013828962
818,109199.627290753,62637.8721870429
819,108622.333708045,61902.617594481
820,108670.666932129,62013.0155305419
821,109560.567207215,62878.5172648743
822,109352.161737821,62282.4035837511
823,109357.424745257,61507.0550671079
824,108862.285782517,62145.0093807844
825,108766.17643552,61610.78224159
826,108779.917801379,62132.8364262004
827,108085.070928673,62090.9676464485
828,108122.82080747,61949.1498521563
829,108679.107438826,62456.505890493
830,108488.798327962,61249.241977773
831,109036.353003287,62352.0456351646
832,108477.152161397,62037.4603805673
833,108708.79957179,62529.6651344805
834,108390.476203402,62464.3298305222
835,108783.759023783,61986.1729360849
836,108019.885451808,62259.3641782356
837,108481.193431895,61462.2927504244
838,107638.095746847,61238.7394586236
839,108446.820792088,62328.2299756581
840,108149.432133299,61538.7985019008
841,108810.287763491,61681.4446940366
842,107897.205438138,61417.722573714
843,108055.041835352,61854.7163506108
844,108488.405239598,61826.7524264438
845,108148.87367091,61563.2629982915
846,108078.411502178,61758.2072572175
847,109450.52546706,62096.2181732505
848,108244.2796615,62034.05285372
849,108045.170088934,61398.8140267625
850,108539.42159864,62011.9864807108
851,108673.077116943,61911.3935554764
852,108099.65682243,61981.6824437646
853,107909.641192188,61541.8931265602
854,108360.124879461,61671.9246948843
855,108457.117910539,61751.4425302459
856,108013.683789148,61911.7579718459
857,107585.75900702,61418.0430998154
858,107373.663430819,61320.4551439134
859,107454.490068685,61235.8677807387
860,107363.97750805,61072.9094087321
861,107741.923547308,61655.9416335816
862,107825.605121322,62370.6023596959
863,107925.714482558,61463.9211966982
864,108100.554048265,61826.3431989399
865,108430.894136713,61767.9231570256
866,107418.030849487,61559.1912695589
867,107532.637404403,61617.4392868631
868,108167.755295158,61489.2361335424
869,106835.269316554,61699.0139379275
870,108224.745302253,61224.5107105539
871,107131.953660906,61272.0046375669
872,106728.254018815,61767.1444109984
873,109323.625895472,62233.877692379
874,108129.67094612,61413.2906595805
875,108010.181692543,61611.7676937774
876,107672.699616125,61458.5616929623
877,108225.747857863,61262.4986052783
878,107880.811410572,61316.8028035698
879,107912.480566618,61131.456850677
880,108090.643500089,62083.1629730489
881,108500.035099563,61586.1850201583
882,108772.798161846,62195.5077369256
883,107771.356154642,61919.2962745033
884,108213.126845966,62400.98063045
885,108694.89070998,62207.9787281458
886,109033.537427465,62077.3116974505
887,108106.568060737,61910.376328266
888,108605.676925571,62238.8072558679
889,108890.25064697,62796.8835568896
890,108457.010627205,62058.8880106031
891,108682.930874361,62646.4111624269
892,108018.716549876,62200.1569313081
893,107986.889879856,62289.528810887
894,107583.111792041,61661.8886724517
895,108398.366400914,62398.48159751
896,108527.257121656,62470.74467612
897,108701.611970106,61971.9138576221
898,108900.020753414,62357.8407298862
899,109628.066338251,62183.4240960586
900,109685.693147417,61548.8588601274
901,109399.19700206,62675.9449827823
902,108879.079664316,61942.5659771815
903,108322.417515008,62168.4314985513
904,108731.337330429,62007.7601093424
905,108089.394910643,62239.6717448085
906,108066.825400245,61991.2512935559
907,109008.896210346,62598.0272563788
908,108665.204302736,61451.529765187
909,109300.703758873,62195.214113677
910,108311.954111159,62140.4358827674
911,108488.749272147,62262.52623792
912,109418.86453967,62432.7439904649
913,108626.768427418,62484.8149757157
914,108228.625589216,61724.040880233
915,109052.96745731,62171.4530598786
916,108470.220610042,62077.6819374215
917,108334.189040082,62494.4759371818
918,108164.516280768,62080.871072297
919,109386.796780578,62560.2475929221
920,107423.869883764,61768.7329079925
921,108271.193812599,61867.7443441714
922,108918.345697621,62444.5340229415
923,108581.074470398,62121.3953350784
924,108247.707383138,62467.9484485989
925,108297.166231176,62568.0739339589
926,109590.515876669,62904.1045386553
927,108828.503758769,62667.2507994647
928,109057.392602068,63221.2137532622
929,108735.616246146,62863.8802425654
930,108815.511400472,62383.1524395364
931,109596.574581992,62861.7522556367
932,109169.234303689,63330.0117354964
933,108498.3320954,62680.6477962135
934,108696.900583241,63187.4919559952
935,109090.139406681,62696.6289118182
936,108680.107882558,62551.2058507449
937,107948.644279855,62110.2494362915
938,108510.127204131,62870.883958817
939,108022.745410072,62883.8029382915
940,108852.921879787,62195.7483801526
941,109485.363851958,61736.9263619935
942,107933.765609168,62263.321345547
943,109261.458089122,62414.9437906129
944,108528.428914246,63040.0296912618
945,108327.63013569,62455.8742987345
946,108311.929139867,62275.2026202803
947,109441.344213511,62982.1753758205
948,109003.538426775,62205.0934496347
949,108122.655095843,62212.6696718629
950,108758.011609874,62013.9267499976
951,110148.789141665,62808.0388543757
952,109076.824469504,62567.5719236588
953,108351.887913075,61969.2971650611
954,108871.848072455,61888.6285029543
955,108676.961073435,62129.9081707565
956,107952.120801986,61665.752294734
957,109014.650474541,62272.9571237819
958,108999.311767706,62441.0527245401
959,108580.814023598,62356.5862391406
960,109084.532652188,62017.7819831581
961,108925.2501404,62125.5668148666
962,108239.530328774,61956.2930155158
963,108284.888030502,61380.0490237095
964,108702.475523287,62050.1720636922
965,108486.380572486,62251.7571905663
966,107768.981227224,61733.1713547091
967,108181.975425211,61995.5762007506
968,108736.316286787,61964.6257296455
969,108719.668210881,61961.7331373582
970,109104.145458118,62471.6063942969
971,108203.159477338,62328.3915075781
972,107877.754780368,61743.1084171092
973,108249.496774819,62055.7223890699
974,108185.531214318,61917.1407263562
975,107389.247206172,61304.3684677209
976,108268.314990897,61908.7501197161
977,108739.841708496,61836.0377780964
978,108442.05265611,62770.6888149994
979,109935.397027405,62416.6985847861
980,108681.300845774,62385.5278521174
981,108864.392370431,62020.2825621301
982,107979.934708458,61523.9116889401
983,109119.682120115,62360.8314928806
984,109077.415543198,62114.4857614162
985,109129.489134011,62572.7446646927
986,110118.065497567,62278.444323904
987,108746.832634721,61928.3729730154
988,109081.728947302,62309.5644505283
989,109434.46368404,62945.9255277918
990,108966.614919906,62313.5305842898
991,108692.183446739,62327.4397272302
992,109560.003206456,62556.6903795538
993,108640.072121081,61719.9032454164
994,110041.118122586,62640.914577337
995,108198.048716492,62592.7131333383
996,109075.014583583,62172.3460389797
997,108763.964773832,62267.6925080725
998,108924.100596019,62222.7927433977
999,109293.583770292,61865.2889147951
1000,108634.981792068,62079.2169547417
1001,108520.739119701,62317.3498984472
1002,109158.625092128,62120.2366186012
1003,108771.005128397,62307.0163911702
1004,108544.722725334,62349.2894892254
1005,108482.536858506,61755.2887042391
1006,108172.870676995,61718.9369763561
1007,109417.079233482,61954.4438458734
1008,109332.78857228,62538.8237272147
1009,108496.416711393,62809.4965654516
1010,109038.46866568,61984.6561225129
1011,109602.806447038,62485.7905536569
1012,109093.843854244,62621.5689523458
1013,108805.073086588,61875.4865622427
1014,109364.831406299,62632.3376498151
1015,109445.192944574,62680.544412608
1016,109155.821343171,62603.701808835
1017,109015.697439078,62557.8423313355
1018,109069.123936245,62398.5226111655
1019,109938.159908577,62378.7044346396
1020,110150.429895391,62974.8137320752
1021,109089.586788311,62622.5957372763
1022,110137.962988989,62916.162190702
1023,109311.89876592,62835.5766392435
1024,109380.047126268,62786.7786460045
1025,109140.1093931,62282.9087651169
1026,107847.811993724,62502.6309441639
1027,109198.818063968,62385.9337176317
1028,109354.999877571,62458.9810946494
1029,109655.308797971,62791.8971867054
1030,109816.177595893,62863.4030797206
1031,109739.83119663,63048.2019341797
1032,109959.725758904,62534.557873365
1033,109713.58124587,62545.3673850561
1034,110162.06678732,62870.9617625135
1035,108942.88533096,62761.8763974785
1036,109573.364982714,62950.1131889569
1037,109223.133124098,62836.5000897338
1038,109001.881369878,62381.5598921607
1039,109364.339119886,62734.6650391306
1040,109688.294142998,62938.1645141372
1041,109342.607226168,63066.7634210326
1042,108564.034812012,62122.1302512167
1043,109504.977918734,62948.3864550388
1044,109107.416512743,62495.326772886
1045,108129.143799658,61622.3035021484
1046,108803.817154813,62148.2546093619
1047,107539.084143413,62511.0724814128
1048,108472.29140849,62195.0459117873
1049,108644.986814387,61743.5796735893
1050,108815.85775791,61758.2456766309
1051,108613.925826451,61809.04450452
1052,108317.984715983,61763.9929491395
1053,108153.638552443,61497.5799292632
1054,108065.004282896,62050.0479091383
1055,107557.95103318,61641.2809586165
1056,108284.063969302,61644.4870725289
1057,108936.963282952,61650.2173586683
1058,108221.325557726,61388.1248306195
1059,107542.430206945,61719.5405753454
1060,107506.071174441,61899.403399563
1061,108572.545899485,62321.261911719
1062,107522.588307653,61631.2160183372
1063,107865.586419208,62021.0902008203
1064,107627.089935948,61308.2202601134
1065,108193.871982108,61696.0783497751
1066,107892.032166609,61367.6129839625
1067,107493.53423024,60912.3794843409
1068,107775.41597671,61872.722094769
1069,107553.459722176,61424.9962937476
1070,108152.681676565,62092.1899239076
1071,107666.578982885,62019.6569015067
1072,107554.42911662,61110.7069708913
1073,107615.485655083,62262.636739126
1074,106749.010285958,61678.353971554
1075,107409.507074405,61285.6859231737
1076,107199.683125808,61524.3790743253
1077,107207.290184818,61870.6094274092
1078,106486.284481988,61397.1728305285
1079,108038.813912303,61914.3656752862
1080,107813.667702683,61711.8373366174
1081,108158.315014658,62327.0789892424
1082,108424.262715071,61877.3845502367
1083,106809.789455413,61092.0549772253
1084,107046.995396124,61349.2177109921
1085,107682.865385324,61842.9897794306
1086,106953.88314294,61365.6011676921
1087,107502.103935573,62086.2164027889
1088,108061.746427231,61686.7369909217
1089,107843.252321208,61803.4121475524
1090,108003.821828801,61725.0748674642
1091,107880.830564351,61444.4808164532
1092,107437.045327496,61965.4021051778
1093,108424.589792414,61391.7651627976
1094,107999.009274325,62413.5877690405
1095,108930.453486942,61510.8985854652
1096,108664.570248436,61743.3007039896
1097,108893.709518953,61936.0955503901
1098,108604.783517825,62261.4418350669
1099,108733.820347266,62640.9254018213
1100,107594.366644457,62338.576356687
1101,108357.731092785,61729.8566843468
1102,107755.266539394,62441.5849877374
1103,108255.581264911,62181.840972222
1104,108449.844957548,61866.4605812064
1105,107701.638476265,62305.087268094
1106,108701.24876052,62837.2453160424
1107,108387.870324961,62792.2299272548
1108,107943.752078415,62262.0780418587
1109,108650.36779585,62808.9353490159
1110,107993.819409049,62691.4561493378
1111,107609.224246545,62037.993538861
1112,107641.766671244,62594.4080676574
1113,108656.390359848,62805.767301722
1114,108204.812744004,62933.4403557599
1115,107699.893349856,63069.3342838897
1116,108482.253099682,62221.1836662085
1117,108003.551998473,62684.2498966321
1118,109009.13911663,63003.5000062109
1119,108463.812216163,62509.1356355055
1120,108886.061792986,62330.127494278
1121,108127.633143951,62681.226227356
1122,107964.12389492,62456.1914608168
1123,108425.685729068,63027.2323911486
1124,107261.606229978,62917.9287988443
1125,107311.475487543,62549.2655409084
1126,107978.835723353,63683.1880515317
1127,107894.411746961,63555.0161214735
1128,108344.875018242,63554.7027670601
1129,108074.874473388,63805.6903713184
1130,108114.082438003,63344.1390135683
1131,107770.932746574,63167.1252911051
1132,109099.159874653,63596.5949633687
1133,108136.483331842,64006.3934786393
1134,108730.714383538,63588.5770356621
1135,107669.696480486,63402.8582811854
1136,107334.829012078,63573.7991667691
1137,107620.217677075,63574.9448989462
1138,107935.43424933,63894.908554274
1139,107352.966496634,63082.4235201849
1140,107333.917533998,63991.7859228798
1141,107442.288691866,63747.0965079795
1142,107695.611757005,63773.9916821911
1143,108012.158725351,63650.2712660533
1144,108118.119550762,63867.8159005022
1145,108437.543482794,63176.2382955646
1146,107676.08229106,63553.0836578144
1147,106797.381085105,63375.0167492458
1148,108385.445705448,63971.8679521645
1149,108472.133171296,63701.6914109283
1150,107888.849198032,63689.856023404
1151,108165.9392455,63694.1291297636
1152,108209.638859977,63944.9580422319
1153,109162.384136633,63849.7483448496
1154,107711.229381847,62744.6639450754
1155,107837.693738975,63502.7853802173
1156,108133.67624578,62936.4527008942
1157,108519.223560134,62815.2053281387
1158,108331.05009453,62807.0714850581
1159,108008.205915358,62824.9615476246
1160,108375.748404442,63582.012334955
1161,108172.426027225,62949.2317023222
1162,107518.843817098,63061.5014925395
1163,109421.768705981,63296.9375609104
1164,108539.052821337,63170.0557792101
1165,107646.458607461,63666.880917353
1166,108193.137214185,63432.1917734057
1167,107779.909740263,63798.0457526407
1168,107750.743048404,63271.2493914845
1169,107894.246277984,63869.6495176782
1170,108015.307863963,62703.4157056231
1171,109006.144555088,62816.6673977421
1172,108053.851569516,63675.9073207054
1173,108002.401358411,62952.2754553077
1174,108633.984199067,63176.7021905192
1175,108198.04748467,62686.1177736801
1176,108348.042626593,63358.6579802377
